customer_id,gender,age,married,number_of_dependents,tenure_in_months,number_of_referrals,city,offer,phone_service,multiple_lines,internet_service,internet_type,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,average_monthly_gb_download,average_monthly_long_distance_charges,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,customer_status,churn_category,churn_reason
4139-JPIAM,Male,31,False,0,51,0,Geyserville,None,False,False,True,DSL,True,False,False,True,False,True,True,True,Month-to-Month,True,Credit Card,2.0,0.0,44.45,2181.55,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4139-SUGLD,Male,41,True,3,31,1,Santa Clara,None,False,False,True,DSL,True,False,False,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,23.0,0.0,35.4,1077.5,0.0,0.0,0.0,Churned,Attitude,Attitude of service provider
4140-MUHUG,Female,73,False,0,3,0,Oak View,None,True,False,True,Fiber Optic,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,20.0,18.38,86.85,220.95,0.0,0.0,55.14,Churned,Attitude,Attitude of service provider
4140-WJAWW,Female,57,False,0,5,0,Los Angeles,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,0.0,6.17,19.85,108.05,0.0,0.0,30.85,Churned,Price,Long distance charges
4143-HHPMK,Male,46,False,0,52,0,Mission Hills,None,True,False,True,Fiber Optic,False,True,False,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,12.0,48.13,85.35,4338.6,0.0,90.0,2502.76,Churned,Attitude,Attitude of support person
4143-OOBWZ,Male,33,True,0,5,0,Fresno,Offer E,True,True,True,Fiber Optic,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,26.0,25.11,81.3,416.3,0.0,0.0,125.55,Churned,Attitude,Attitude of service provider
4145-UQXUQ,Female,71,False,0,8,0,Berkeley,Offer E,True,False,True,Fiber Optic,False,False,True,False,True,True,False,True,Month-to-Month,True,Bank Withdrawal,9.0,42.93,92.1,729.95,0.0,0.0,343.44,Churned,Competitor,Competitor had better devices
4146-SVFUD,Male,45,False,0,1,0,Modesto,None,True,False,True,DSL,False,False,False,False,False,False,False,True,Month-to-Month,False,Mailed Check,2.0,45.28,44.6,44.6,0.0,0.0,45.28,Joined,Still Subscribed,Still Subscribed
4154-AQUGT,Male,76,True,0,13,1,San Diego,Offer D,True,False,True,Fiber Optic,False,True,False,True,False,True,False,True,Month-to-Month,True,Bank Withdrawal,5.0,1.47,89.05,1169.35,0.0,0.0,19.11,Churned,Competitor,Competitor made better offer
4159-NAAIX,Female,24,False,0,63,0,Saratoga,None,True,True,True,Fiber Optic,False,True,False,False,True,True,True,True,Two Year,False,Bank Withdrawal,48.0,37.76,97.45,6253.0,0.0,0.0,2378.88,Stayed,Still Subscribed,Still Subscribed
4163-HFTUK,Male,34,False,0,51,0,Oxnard,Offer B,True,False,False,None,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,0.0,29.33,19.1,1007.8,0.0,0.0,1495.83,Stayed,Still Subscribed,Still Subscribed
4163-KIUHY,Male,21,False,0,35,0,Los Angeles,None,True,True,False,None,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,0.0,39.84,25.6,901.25,0.0,0.0,1394.4,Stayed,Still Subscribed,Still Subscribed
4163-NCJAK,Female,55,True,0,46,9,Palm Desert,Offer B,True,True,False,None,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,0.0,35.46,24.45,1066.15,0.0,0.0,1631.16,Stayed,Still Subscribed,Still Subscribed
4174-LPGTI,Female,49,True,0,41,1,Beaumont,None,True,False,True,DSL,False,True,False,True,False,True,True,True,One Year,True,Bank Withdrawal,28.0,32.02,66.5,2728.6,0.0,0.0,1312.82,Churned,Other,Moved
4176-FXYBO,Male,35,True,0,54,9,Whittier,Offer B,True,True,True,Fiber Optic,True,True,True,False,True,True,True,True,Month-to-Month,False,Bank Withdrawal,29.0,49.9,109.55,6118.95,0.0,0.0,2694.6,Stayed,Still Subscribed,Still Subscribed
4176-RELJR,Male,73,False,0,67,0,Elmira,None,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,14.69,25.1,1672.15,0.0,0.0,984.23,Stayed,Still Subscribed,Still Subscribed
4177-JPDFU,Male,35,False,0,12,0,Redcrest,Offer D,False,False,True,Cable,False,True,False,True,False,False,False,True,Month-to-Month,False,Credit Card,6.0,0.0,34.0,442.45,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4178-EGMON,Male,30,True,0,70,9,Prather,None,True,True,True,Fiber Optic,True,True,False,True,False,False,False,True,Two Year,True,Credit Card,51.0,9.28,88.0,5986.45,0.0,0.0,649.6,Stayed,Still Subscribed,Still Subscribed
4182-BGSIQ,Female,46,True,1,10,6,Durham,Offer D,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,0.0,19.05,19.8,196.75,0.0,0.0,190.5,Stayed,Still Subscribed,Still Subscribed
4183-MYFRB,Female,30,False,0,21,0,Los Angeles,Offer D,True,False,True,Fiber Optic,False,True,True,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,73.0,6.49,90.05,1862.9,0.0,30.0,136.29,Stayed,Still Subscribed,Still Subscribed
4183-WCSEP,Male,46,False,0,31,0,Weaverville,None,True,False,True,Fiber Optic,False,True,False,True,False,False,False,False,Month-to-Month,True,Bank Withdrawal,20.0,34.38,78.45,2435.15,0.0,40.0,1065.78,Churned,Price,Long distance charges
4184-TJFAN,Female,68,True,0,3,1,Berkeley,Offer E,True,False,True,Fiber Optic,True,False,False,True,True,False,False,True,Month-to-Month,True,Mailed Check,2.0,25.77,88.3,273.75,0.0,0.0,77.31,Churned,Attitude,Attitude of support person
4184-VODJZ,Male,62,True,2,63,4,Forks Of Salmon,Offer B,True,True,True,Fiber Optic,False,True,False,False,False,True,True,True,One Year,True,Bank Withdrawal,28.0,48.62,91.35,5764.7,18.78,0.0,3063.06,Stayed,Still Subscribed,Still Subscribed
4186-ZBUEW,Female,55,False,0,36,0,Compton,Offer C,True,True,True,DSL,False,True,False,True,False,True,True,False,One Year,True,Credit Card,9.0,29.27,70.7,2511.95,0.0,60.0,1053.72,Stayed,Still Subscribed,Still Subscribed
4187-CINZD,Female,73,False,0,46,0,Lakewood,None,True,False,True,Fiber Optic,False,True,False,False,True,True,False,True,One Year,False,Credit Card,30.0,6.13,95.25,4424.2,0.0,0.0,281.98,Churned,Competitor,Competitor had better devices
4188-FRABG,Male,36,True,0,57,4,Sunland,None,True,True,True,Fiber Optic,True,True,True,True,True,False,False,True,Month-to-Month,True,Bank Withdrawal,13.0,31.79,103.05,5925.75,0.0,0.0,1812.03,Stayed,Still Subscribed,Still Subscribed
4188-PCPIG,Female,32,True,0,57,1,Valencia,Offer B,True,False,True,Cable,True,True,False,True,True,False,False,True,Two Year,True,Credit Card,24.0,48.0,70.35,4124.65,0.0,0.0,2736.0,Stayed,Still Subscribed,Still Subscribed
4189-NAKJS,Male,29,False,0,26,0,Murphys,Offer C,True,True,True,Cable,False,False,False,False,False,False,False,True,One Year,True,Credit Card,59.0,24.67,51.55,1295.4,0.0,0.0,641.42,Stayed,Still Subscribed,Still Subscribed
4190-MFLUW,Female,21,True,0,10,6,San Diego,None,True,False,True,Cable,False,False,True,True,False,False,False,True,Month-to-Month,False,Credit Card,69.0,9.41,55.2,528.35,0.0,0.0,94.1,Churned,Competitor,Competitor made better offer
4191-XOVOM,Male,25,False,0,63,0,Oakland,Offer B,True,True,True,Fiber Optic,False,True,False,True,True,True,True,False,Month-to-Month,False,Bank Withdrawal,73.0,22.73,105.4,6713.2,0.0,130.0,1431.99,Stayed,Still Subscribed,Still Subscribed
4192-GORJT,Male,43,True,0,5,1,Fremont,None,True,False,True,Fiber Optic,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,24.0,39.36,94.45,498.1,0.0,0.0,196.8,Churned,Competitor,Competitor had better devices
4193-IBKSW,Male,27,True,1,72,1,San Pedro,Offer A,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,0.0,35.33,24.75,1769.6,0.0,0.0,2543.76,Stayed,Still Subscribed,Still Subscribed
4193-ORFCL,Female,80,False,0,1,0,North Hollywood,Offer E,True,False,True,DSL,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,14.0,15.24,45.1,45.1,0.0,0.0,15.24,Churned,Competitor,Competitor had better devices
4194-FJARJ,Female,22,True,3,54,6,Albany,None,True,True,True,Cable,True,False,False,True,False,False,False,True,Two Year,False,Bank Withdrawal,73.0,8.53,60.0,3273.95,0.0,0.0,460.62,Stayed,Still Subscribed,Still Subscribed
4194-WHFCB,Female,35,True,5,59,2,Aromas,None,True,True,True,Fiber Optic,False,True,False,True,False,True,True,True,Month-to-Month,True,Bank Withdrawal,53.0,48.07,96.65,5580.8,0.0,0.0,2836.13,Stayed,Still Subscribed,Still Subscribed
4195-NZGTA,Female,40,False,0,1,0,Valencia,None,False,False,True,Cable,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,2.0,0.0,25.25,25.25,0.0,0.0,0.0,Joined,Still Subscribed,Still Subscribed
4195-PNGZS,Male,23,True,3,69,1,Irvine,None,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,0.0,33.09,24.45,1718.2,0.0,0.0,2283.21,Stayed,Still Subscribed,Still Subscribed
4195-SMMNX,Male,62,False,0,2,0,Hydesville,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Mailed Check,0.0,32.03,20.35,33.2,0.0,0.0,64.06,Churned,Attitude,Attitude of support person
4198-VFOEA,Female,58,False,0,12,0,Stanford,None,False,False,True,DSL,True,False,False,True,False,False,False,True,One Year,True,Mailed Check,19.0,0.0,33.6,435.45,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4199-QHJNM,Male,72,True,0,67,9,Bass Lake,Offer A,True,True,True,Fiber Optic,False,True,False,True,True,True,True,True,Two Year,False,Bank Withdrawal,17.0,48.68,102.9,6989.7,0.0,0.0,3261.56,Stayed,Still Subscribed,Still Subscribed
4201-JMNGR,Female,66,False,0,1,0,Lucerne Valley,Offer E,True,False,True,Cable,True,False,True,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,22.0,26.22,55.8,55.8,0.0,0.0,26.22,Churned,Dissatisfaction,Service dissatisfaction
4203-QGNZA,Female,27,False,3,28,0,Los Angeles,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,0.0,26.09,20.25,535.35,0.0,0.0,730.52,Stayed,Still Subscribed,Still Subscribed
4208-UFFGW,Male,80,False,0,2,0,Byron,Offer E,True,False,True,DSL,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,11.0,26.62,44.95,85.15,0.0,0.0,53.24,Churned,Other,Don't know
4210-QFJMF,Female,41,False,0,4,0,Fallbrook,Offer E,True,False,True,Fiber Optic,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,23.0,36.91,79.15,317.25,0.0,0.0,147.64,Churned,Competitor,Competitor made better offer
4211-MMAZN,Male,41,False,0,1,0,Vacaville,Offer E,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Mailed Check,0.0,23.16,20.25,20.25,0.0,0.0,23.16,Churned,Attitude,Attitude of support person
4213-HKBJO,Female,60,False,0,33,0,Martinez,None,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,36.5,25.7,826.1,0.0,0.0,1204.5,Stayed,Still Subscribed,Still Subscribed
4220-TINQT,Female,41,True,0,61,3,Raisin City,None,True,True,True,Fiber Optic,False,False,True,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,29.0,27.63,106.35,6751.35,0.0,0.0,1685.43,Stayed,Still Subscribed,Still Subscribed
4223-BKEOR,Female,55,False,0,21,0,San Bernardino,Offer D,True,False,True,DSL,True,False,True,False,False,True,True,True,One Year,False,Mailed Check,15.0,30.88,64.85,1336.8,0.0,0.0,648.48,Stayed,Still Subscribed,Still Subscribed
4223-WOZCM,Male,71,False,0,2,0,Carmel,Offer E,True,False,True,DSL,False,False,True,False,False,False,False,True,Two Year,False,Mailed Check,9.0,37.97,49.95,107.1,0.0,0.0,75.94,Joined,Still Subscribed,Still Subscribed
4226-KKDON,Male,41,False,0,8,0,French Camp,Offer E,True,False,True,DSL,False,True,False,True,True,False,False,True,Month-to-Month,True,Bank Withdrawal,27.0,30.8,66.65,520.95,0.0,0.0,246.4,Stayed,Still Subscribed,Still Subscribed
4227-OJHAL,Female,47,True,2,68,8,El Centro,None,True,True,True,DSL,True,True,True,False,True,False,False,True,One Year,True,Credit Card,16.0,20.15,73.0,5163.0,0.0,0.0,1370.2,Stayed,Still Subscribed,Still Subscribed
4228-ZGYUW,Male,42,False,0,4,0,San Francisco,Offer E,True,True,True,Fiber Optic,False,True,False,False,False,True,True,False,Month-to-Month,True,Bank Withdrawal,11.0,12.24,90.05,368.1,0.0,30.0,48.96,Churned,Competitor,Competitor offered more data
4229-CZMLL,Male,49,False,0,6,0,Salinas,None,True,True,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,11.0,6.32,74.9,469.8,0.0,0.0,37.92,Churned,Dissatisfaction,Service dissatisfaction
4231-LZUYM,Female,37,True,0,72,4,Larkspur,None,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,0.0,12.58,25.65,1887.0,0.0,0.0,905.76,Stayed,Still Subscribed,Still Subscribed
4232-JGKIY,Male,22,False,0,1,0,Los Angeles,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,0.0,26.37,19.2,19.2,0.0,0.0,26.37,Joined,Still Subscribed,Still Subscribed
4234-XTNEA,Male,25,False,0,2,0,Irvine,None,True,False,True,Fiber Optic,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,73.0,37.7,79.95,174.45,0.0,0.0,75.4,Joined,Still Subscribed,Still Subscribed
4236-UJPWO,Female,34,False,0,2,0,Alviso,Offer E,False,False,True,DSL,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,5.0,0.0,24.5,46.4,0.0,0.0,0.0,Joined,Still Subscribed,Still Subscribed
4236-XPXAV,Female,45,True,0,5,1,Dunnigan,None,True,False,True,Fiber Optic,False,True,False,True,True,True,True,True,Month-to-Month,True,Mailed Check,25.0,9.23,99.15,465.05,0.0,0.0,46.15,Churned,Other,Moved
4237-CLSMM,Male,45,True,0,2,10,Highland,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Mailed Check,0.0,34.38,20.0,38.0,0.0,0.0,68.76,Joined,Still Subscribed,Still Subscribed
4237-RLAQD,Male,58,False,0,1,0,Callahan,Offer E,True,False,True,Cable,False,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,12.0,44.75,45.85,45.85,0.0,0.0,44.75,Churned,Attitude,Attitude of support person
4238-HFHSN,Male,66,True,0,61,4,Elverta,Offer B,True,True,True,Fiber Optic,False,True,False,False,False,False,False,True,One Year,True,Bank Withdrawal,2.0,26.55,82.15,4904.85,0.0,0.0,1619.55,Stayed,Still Subscribed,Still Subscribed
4238-JSSWH,Female,70,True,0,35,1,Porterville,None,True,True,True,Fiber Optic,False,False,True,False,True,True,True,True,Two Year,False,Bank Withdrawal,10.0,45.13,102.05,3452.55,0.0,0.0,1579.55,Stayed,Still Subscribed,Still Subscribed
4248-HCETZ,Male,77,True,0,30,1,Sacramento,Offer C,True,False,True,Fiber Optic,False,True,True,False,False,False,False,True,Month-to-Month,True,Credit Card,4.0,6.23,79.65,2365.15,0.0,0.0,186.9,Churned,Attitude,Attitude of support person
4248-QPAVC,Female,80,True,0,17,1,San Diego,Offer D,True,True,True,Fiber Optic,True,False,True,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,6.0,36.82,85.35,1463.45,0.0,0.0,625.94,Churned,Competitor,Competitor made better offer
4250-FDVOU,Female,44,False,0,6,0,Woodland,Offer E,True,False,True,DSL,True,True,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,22.0,17.18,56.25,389.1,0.0,0.0,103.08,Churned,Attitude,Attitude of support person
4250-WAROZ,Male,70,True,3,60,4,Fresno,None,True,True,True,Fiber Optic,True,True,False,False,False,True,False,True,One Year,True,Bank Withdrawal,53.0,19.68,93.25,5774.55,0.0,0.0,1180.8,Stayed,Still Subscribed,Still Subscribed
4250-ZBWLV,Male,24,False,0,68,0,Olema,Offer A,True,True,True,Fiber Optic,False,True,True,True,True,True,True,True,One Year,False,Bank Withdrawal,73.0,21.74,108.45,7176.55,9.68,0.0,1478.32,Churned,Competitor,Competitor offered higher download speeds
4254-QPEDE,Female,22,True,0,52,3,Banning,None,False,False,True,DSL,True,True,True,True,True,True,True,True,Two Year,False,Credit Card,52.0,0.0,66.25,3330.1,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4255-DDUOU,Female,47,True,3,1,0,Casmalia,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,True,Mailed Check,0.0,34.57,20.5,20.5,0.0,0.0,34.57,Churned,Price,Long distance charges
4256-ZWTZI,Female,22,False,1,5,0,Morro Bay,None,True,False,True,DSL,False,False,False,True,False,False,False,False,Month-to-Month,True,Credit Card,52.0,40.03,51.0,286.8,0.0,0.0,200.15,Stayed,Still Subscribed,Still Subscribed
4257-GAESD,Female,25,False,0,6,0,Dinuba,Offer E,False,False,True,Cable,False,False,False,False,True,True,True,True,Month-to-Month,False,Credit Card,52.0,0.0,45.0,298.7,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4273-MBHYA,Female,38,False,1,1,0,Desert Hot Springs,None,True,False,True,Fiber Optic,False,False,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,19.0,5.36,89.35,89.35,0.0,0.0,5.36,Joined,Still Subscribed,Still Subscribed
4274-DRSQT,Female,33,False,0,66,0,Potrero,None,True,True,True,Fiber Optic,False,True,False,False,True,False,False,True,One Year,True,Bank Withdrawal,15.0,31.93,88.9,6000.1,0.0,0.0,2107.38,Stayed,Still Subscribed,Still Subscribed
4274-OWWYO,Male,56,False,0,1,0,Walnut Grove,None,True,False,True,Fiber Optic,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,11.0,4.8,74.35,74.35,0.0,0.0,4.8,Churned,Other,Deceased
4277-BWBML,Male,48,True,2,72,0,Three Rivers,Offer A,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,0.0,8.53,19.95,1322.85,0.0,0.0,614.16,Stayed,Still Subscribed,Still Subscribed
4277-PVRAN,Female,34,False,0,8,0,Daly City,None,True,False,True,Fiber Optic,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,7.0,36.39,80.1,679.3,0.0,0.0,291.12,Churned,Competitor,Competitor had better devices
4277-UDIEF,Male,51,True,3,24,3,Nuevo,Offer C,True,True,True,Cable,True,False,False,True,True,True,True,True,Month-to-Month,False,Bank Withdrawal,26.0,45.68,81.0,1923.85,0.0,0.0,1096.32,Stayed,Still Subscribed,Still Subscribed
4280-DLSHD,Male,36,True,0,8,10,San Bernardino,Offer E,True,False,True,Cable,False,True,True,False,False,False,False,True,Month-to-Month,True,Credit Card,8.0,19.0,54.75,445.85,0.0,0.0,152.0,Stayed,Still Subscribed,Still Subscribed
4282-ACRXS,Male,69,True,0,38,2,Covina,Offer C,False,False,True,Cable,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,30.0,0.0,24.85,955.75,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4282-MSACW,Male,39,False,0,68,0,Tahoe City,None,True,True,True,Fiber Optic,True,True,True,True,True,True,True,True,One Year,True,Credit Card,3.0,32.67,117.2,8035.95,0.0,0.0,2221.56,Stayed,Still Subscribed,Still Subscribed
4282-YMKNA,Female,55,False,0,9,0,Biola,Offer E,True,True,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,12.0,16.48,74.75,706.6,0.0,0.0,148.32,Churned,Competitor,Competitor made better offer
4283-FUTGF,Male,67,False,0,19,0,El Sobrante,None,True,True,True,Fiber Optic,False,False,True,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,15.0,16.78,79.85,1471.75,0.0,0.0,318.82,Churned,Dissatisfaction,Network reliability
4283-IVYCI,Male,40,False,0,9,0,Sacramento,Offer E,True,False,True,Cable,True,False,False,True,False,True,True,True,Month-to-Month,False,Credit Card,11.0,27.53,64.95,547.8,0.0,0.0,247.77,Stayed,Still Subscribed,Still Subscribed
4285-GYRQC,Female,63,True,0,7,1,Newport Beach,Offer E,True,False,True,Fiber Optic,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,26.0,44.66,86.25,587.1,0.0,0.0,312.62,Churned,Attitude,Attitude of support person
4289-DTDKW,Male,54,True,0,40,1,Madera,Offer B,True,True,True,Cable,False,True,False,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,4.0,22.56,101.3,4113.1,0.0,0.0,902.4,Churned,Competitor,Competitor had better devices
4290-BSXUX,Male,33,True,0,3,1,Fields Landing,None,True,True,True,Fiber Optic,False,False,False,True,False,False,False,True,Month-to-Month,True,Bank Withdrawal,17.0,43.27,79.65,251.75,0.0,0.0,129.81,Churned,Competitor,Competitor offered more data
4291-HPAXL,Male,63,False,2,1,0,Galt,None,True,False,False,None,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,0.0,29.1,19.85,19.85,0.0,0.0,29.1,Joined,Still Subscribed,Still Subscribed
4291-HYEBC,Female,76,True,3,28,2,Weldon,None,False,False,True,DSL,False,True,False,False,False,True,True,True,One Year,True,Bank Withdrawal,21.0,0.0,39.1,1096.6,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4291-SHSBH,Male,25,False,0,7,0,Modesto,Offer E,True,False,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,52.0,8.95,69.55,521.35,0.0,0.0,62.65,Stayed,Still Subscribed,Still Subscribed
4291-TPNFG,Male,56,True,0,72,1,Raisin City,Offer A,True,True,True,DSL,True,True,True,True,False,True,True,False,Two Year,True,Bank Withdrawal,30.0,29.29,82.3,5980.55,0.0,140.0,2108.88,Stayed,Still Subscribed,Still Subscribed
4291-YZODP,Female,56,False,3,7,0,San Carlos,Offer E,True,False,False,None,False,False,False,False,False,False,False,False,One Year,False,Credit Card,0.0,49.66,20.05,96.8,0.0,0.0,347.62,Stayed,Still Subscribed,Still Subscribed
4293-ETKAP,Female,42,True,1,65,10,Litchfield,Offer B,True,True,True,Cable,False,True,False,True,True,True,True,True,Two Year,True,Bank Withdrawal,13.0,1.83,79.4,5071.9,0.0,0.0,118.95,Stayed,Still Subscribed,Still Subscribed
4295-YURET,Female,78,True,1,56,8,San Quentin,Offer B,True,False,True,DSL,True,False,False,True,True,True,False,False,Two Year,True,Credit Card,19.0,5.93,72.6,4084.35,0.0,140.0,332.08,Stayed,Still Subscribed,Still Subscribed
4298-OYIFC,Male,59,True,0,15,1,Loyalton,None,True,True,True,Fiber Optic,False,False,True,True,True,True,True,False,Month-to-Month,True,Bank Withdrawal,13.0,18.6,103.45,1539.8,0.0,140.0,279.0,Stayed,Still Subscribed,Still Subscribed
4299-OPXEJ,Female,57,False,0,56,0,Inglewood,Offer B,True,False,False,None,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,0.0,13.89,19.55,1080.55,0.0,0.0,777.84,Stayed,Still Subscribed,Still Subscribed
4299-SIMNS,Male,43,False,0,9,0,Temple City,Offer E,True,True,True,Fiber Optic,True,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,6.0,34.34,81.15,784.45,0.0,50.0,309.06,Stayed,Still Subscribed,Still Subscribed
4301-VVZKA,Male,25,True,0,16,1,San Francisco,None,True,True,True,Fiber Optic,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,46.0,25.83,75.4,1189.4,0.0,0.0,413.28,Stayed,Still Subscribed,Still Subscribed
4302-ZYFEL,Male,23,True,2,69,8,Belvedere Tiburon,Offer A,True,False,False,None,False,False,False,False,False,False,False,False,One Year,True,Credit Card,0.0,26.44,20.55,1403.1,0.0,0.0,1824.36,Stayed,Still Subscribed,Still Subscribed
4304-TSPVK,Female,46,True,0,68,8,Tupman,Offer A,True,True,True,Fiber Optic,True,True,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,21.0,23.14,114.9,7843.55,0.0,0.0,1573.52,Stayed,Still Subscribed,Still Subscribed
4304-XUMGI,Male,74,True,2,50,3,Moreno Valley,None,True,True,True,DSL,True,True,True,False,False,True,True,True,Two Year,True,Bank Withdrawal,18.0,32.9,75.15,3822.45,0.0,0.0,1645.0,Stayed,Still Subscribed,Still Subscribed
4307-KTUMW,Male,27,True,0,53,1,Santa Barbara,Offer B,True,True,True,Fiber Optic,True,False,True,False,False,True,True,True,Month-to-Month,False,Bank Withdrawal,73.0,31.24,93.9,5029.2,0.0,0.0,1655.72,Churned,Attitude,Attitude of service provider
4307-KWMXE,Male,53,False,0,10,0,Llano,Offer D,False,False,True,DSL,False,True,False,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,22.0,0.0,35.75,389.8,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4310-KEDTB,Female,24,False,2,26,0,Yuba City,None,False,False,True,DSL,False,False,True,False,False,False,False,True,Month-to-Month,True,Credit Card,27.0,0.0,29.8,786.5,10.28,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4311-QTTAI,Female,63,False,0,16,0,Van Nuys,None,True,False,False,None,False,False,False,False,False,False,False,False,One Year,False,Credit Card,0.0,40.95,19.35,295.55,0.0,0.0,655.2,Stayed,Still Subscribed,Still Subscribed
4312-GVYNH,Female,46,True,0,70,8,Westminster,None,False,False,True,Cable,True,False,True,True,False,True,True,True,Two Year,True,Bank Withdrawal,26.0,0.0,49.85,3370.2,0.0,0.0,0.0,Stayed,Still Subscribed,Still Subscribed
4312-KFRXN,Male,61,True,0,72,2,Bradley,Offer A,True,True,False,None,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,0.0,34.29,25.4,1710.9,0.0,0.0,2468.88,Stayed,Still Subscribed,Still Subscribed
4315-MURBD,Female,64,False,0,12,0,San Bruno,None,True,False,True,Cable,True,False,False,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,23.0,34.92,98.9,1120.95,0.0,0.0,419.04,Churned,Price,Price too high
4316-XCSLJ,Male,35,False,3,17,0,Palo Alto,None,True,False,True,DSL,True,False,False,False,False,False,False,True,Month-to-Month,True,Credit Card,53.0,45.61,50.3,846.8,0.0,0.0,775.37,Stayed,Still Subscribed,Still Subscribed
4317-VTEOA,Male,61,False,0,1,0,Rowland Heights,Offer E,True,False,True,DSL,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,3.0,43.03,50.75,50.75,0.0,0.0,43.03,Churned,Competitor,Competitor had better devices
4318-RAJVY,Female,57,False,0,10,0,Encino,None,True,False,False,None,False,False,False,False,False,False,False,False,One Year,True,Credit Card,0.0,2.84,19.8,198.25,0.0,0.0,28.4,Stayed,Still Subscribed,Still Subscribed
4320-QMLLA,Male,57,False,0,7,0,Avery,None,True,False,True,DSL,False,False,False,False,True,False,False,True,Month-to-Month,False,Mailed Check,24.0,5.61,54.85,370.4,0.0,0.0,39.27,Stayed,Still Subscribed,Still Subscribed
